zone,forecast_datetime,hour_of_day,day_label,predicted_load_kw,lower_bound_kw,upper_bound_kw,is_peak_risk,recommendation
Whitefield,2026-01-01 22:00,22,Thursday,2179.2,2070.3,2288.2,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-01 23:00,23,Thursday,1083.5,1029.3,1137.6,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 00:00,0,Friday,907.4,862.0,952.8,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 01:00,1,Friday,911.6,866.0,957.1,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 02:00,2,Friday,911.3,865.7,956.8,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 03:00,3,Friday,343.0,325.9,360.2,0,✅ Safe to charge
Whitefield,2026-01-02 04:00,4,Friday,364.1,345.9,382.3,0,✅ Safe to charge
Whitefield,2026-01-02 05:00,5,Friday,467.3,443.9,490.7,0,✅ Safe to charge
Whitefield,2026-01-02 06:00,6,Friday,964.6,916.4,1012.9,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 07:00,7,Friday,1020.8,969.7,1071.8,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 08:00,8,Friday,1083.5,1029.3,1137.7,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 09:00,9,Friday,1095.4,1040.6,1150.2,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 10:00,10,Friday,687.3,652.9,721.6,0,🔵 Moderate — monitor load
Whitefield,2026-01-02 11:00,11,Friday,676.9,643.1,710.8,0,🔵 Moderate — monitor load
Whitefield,2026-01-02 12:00,12,Friday,671.7,638.2,705.3,0,🔵 Moderate — monitor load
Whitefield,2026-01-02 13:00,13,Friday,678.4,644.5,712.3,0,🔵 Moderate — monitor load
Whitefield,2026-01-02 14:00,14,Friday,635.1,603.4,666.9,0,🔵 Moderate — monitor load
Whitefield,2026-01-02 15:00,15,Friday,618.9,587.9,649.8,0,🔵 Moderate — monitor load
Whitefield,2026-01-02 16:00,16,Friday,632.5,600.9,664.1,0,🔵 Moderate — monitor load
Whitefield,2026-01-02 17:00,17,Friday,681.6,647.6,715.7,0,🔵 Moderate — monitor load
Whitefield,2026-01-02 18:00,18,Friday,2314.4,2198.7,2430.1,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 19:00,19,Friday,2961.4,2813.3,3109.5,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 20:00,20,Friday,3190.6,3031.1,3350.2,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 21:00,21,Friday,2681.6,2547.5,2815.6,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 22:00,22,Friday,2176.2,2067.4,2285.0,1,⚠️ Delay charging — grid stress expected
Whitefield,2026-01-02 23:00,23,Friday,1100.5,1045.5,1155.6,1,⚠️ Delay charging — grid stress expected
