zone,date,day_of_week,is_weekend,hour,base_load_kw,ev_load_kw,total_load_kw,ev_count_on_day,transformer_utilization_pct
Koramangala,2025-04-09,Wednesday,False,2,137.6,716.7,854.3,873,94.9
Koramangala,2025-04-09,Wednesday,False,3,167.7,181.7,349.4,873,38.8
Koramangala,2025-04-09,Wednesday,False,4,147.5,177.9,325.4,873,36.2
Koramangala,2025-04-09,Wednesday,False,5,224.3,181.3,405.6,873,45.1
Koramangala,2025-04-09,Wednesday,False,6,297.3,649.2,946.5,873,100.0
Koramangala,2025-04-09,Wednesday,False,7,303.2,662.6,965.8,873,100.0
Koramangala,2025-04-09,Wednesday,False,8,369.3,671.1,1040.4,873,100.0
Koramangala,2025-04-09,Wednesday,False,9,417.7,660.9,1078.6,873,100.0
Koramangala,2025-04-09,Wednesday,False,10,407.5,195.2,602.6,873,67.0
Koramangala,2025-04-09,Wednesday,False,11,393.3,171.3,564.6,873,62.7
Koramangala,2025-04-09,Wednesday,False,12,384.5,179.6,564.1,873,62.7
Koramangala,2025-04-09,Wednesday,False,13,384.3,205.5,589.7,873,65.5
Koramangala,2025-04-09,Wednesday,False,14,364.1,192.7,556.9,873,61.9
Koramangala,2025-04-09,Wednesday,False,15,360.1,170.7,530.8,873,59.0
Koramangala,2025-04-09,Wednesday,False,16,359.0,197.4,556.4,873,61.8
Koramangala,2025-04-09,Wednesday,False,17,372.5,195.8,568.3,873,63.1
Koramangala,2025-04-09,Wednesday,False,18,391.9,1643.3,2035.2,873,100.0
Koramangala,2025-04-09,Wednesday,False,19,436.7,2208.6,2645.3,873,100.0
Koramangala,2025-04-09,Wednesday,False,20,375.0,2968.5,3343.5,873,100.0
Koramangala,2025-04-09,Wednesday,False,21,380.4,2304.7,2685.1,873,100.0
Koramangala,2025-04-09,Wednesday,False,22,259.4,1854.5,2113.9,873,100.0
Koramangala,2025-04-09,Wednesday,False,23,259.1,758.6,1017.7,873,100.0
HSR Layout,2025-04-09,Wednesday,False,0,108.0,522.2,630.2,594,97.0
HSR Layout,2025-04-09,Wednesday,False,1,115.9,561.9,677.8,594,100.0
HSR Layout,2025-04-09,Wednesday,False,2,109.2,508.5,617.6,594,95.0
HSR Layout,2025-04-09,Wednesday,False,3,115.1,134.5,249.6,594,38.4
HSR Layout,2025-04-09,Wednesday,False,4,102.3,129.0,231.3,594,35.6
HSR Layout,2025-04-09,Wednesday,False,5,153.1,126.6,279.6,594,43.0
HSR Layout,2025-04-09,Wednesday,False,6,213.5,412.2,625.6,594,96.3
HSR Layout,2025-04-09,Wednesday,False,7,230.6,416.4,647.0,594,99.5
HSR Layout,2025-04-09,Wednesday,False,8,265.7,448.5,714.2,594,100.0
HSR Layout,2025-04-09,Wednesday,False,9,276.8,433.9,710.8,594,100.0
HSR Layout,2025-04-09,Wednesday,False,10,302.8,122.8,425.7,594,65.5
HSR Layout,2025-04-09,Wednesday,False,11,291.7,122.3,414.0,594,63.7
HSR Layout,2025-04-09,Wednesday,False,12,295.2,119.9,415.1,594,63.9
HSR Layout,2025-04-09,Wednesday,False,13,286.9,126.7,413.6,594,63.6
HSR Layout,2025-04-09,Wednesday,False,14,268.7,129.2,397.9,594,61.2
HSR Layout,2025-04-09,Wednesday,False,15,267.2,131.9,399.0,594,61.4
HSR Layout,2025-04-09,Wednesday,False,16,263.2,126.2,389.4,594,59.9
HSR Layout,2025-04-09,Wednesday,False,17,306.5,126.0,432.5,594,66.5
HSR Layout,2025-04-09,Wednesday,False,18,286.3,1227.0,1513.3,594,100.0
HSR Layout,2025-04-09,Wednesday,False,19,313.9,1455.3,1769.2,594,100.0
HSR Layout,2025-04-09,Wednesday,False,20,275.2,1806.1,2081.3,594,100.0
HSR Layout,2025-04-09,Wednesday,False,21,291.3,1714.8,2006.1,594,100.0
HSR Layout,2025-04-09,Wednesday,False,22,191.4,1273.2,1464.6,594,100.0
HSR Layout,2025-04-09,Wednesday,False,23,198.3,553.1,751.4,594,100.0
Whitefield,2025-04-09,Wednesday,False,0,199.3,655.4,854.7,767,77.7
Whitefield,2025-04-09,Wednesday,False,1,205.0,665.2,870.1,767,79.1
Whitefield,2025-04-09,Wednesday,False,2,256.4,663.7,920.1,767,83.6
Whitefield,2025-04-09,Wednesday,False,3,195.7,156.1,351.8,767,32.0
Whitefield,2025-04-09,Wednesday,False,4,233.8,158.6,392.3,767,35.7
Whitefield,2025-04-09,Wednesday,False,5,343.8,160.0,503.8,767,45.8
Whitefield,2025-04-09,Wednesday,False,6,357.1,569.0,926.0,767,84.2
Whitefield,2025-04-09,Wednesday,False,7,416.9,564.0,980.8,767,89.2
Whitefield,2025-04-09,Wednesday,False,8,521.8,567.3,1089.1,767,99.0
Whitefield,2025-04-09,Wednesday,False,9,532.0,571.2,1103.2,767,100.0
Whitefield,2025-04-09,Wednesday,False,10,544.3,145.3,689.6,767,62.7
Whitefield,2025-04-09,Wednesday,False,11,555.7,167.0,722.7,767,65.7
Whitefield,2025-04-09,Wednesday,False,12,531.8,153.5,685.3,767,62.3
Whitefield,2025-04-09,Wednesday,False,13,506.0,166.1,672.1,767,61.1
Whitefield,2025-04-09,Wednesday,False,14,512.4,164.5,676.9,767,61.5
Whitefield,2025-04-09,Wednesday,False,15,476.0,165.5,641.5,767,58.3
Whitefield,2025-04-09,Wednesday,False,16,522.0,171.9,693.9,767,63.1
Whitefield,2025-04-09,Wednesday,False,17,538.1,165.9,704.0,767,64.0
Whitefield,2025-04-09,Wednesday,False,18,573.0,1516.9,2089.9,767,100.0
Whitefield,2025-04-09,Wednesday,False,19,592.8,1959.7,2552.5,767,100.0
Whitefield,2025-04-09,Wednesday,False,20,503.5,2494.5,2998.0,767,100.0
Whitefield,2025-04-09,Wednesday,False,21,529.3,2043.2,2572.5,767,100.0
Whitefield,2025-04-09,Wednesday,False,22,348.1,1551.4,1899.5,767,100.0
Whitefield,2025-04-09,Wednesday,False,23,382.3,677.3,1059.6,767,96.3
Electronic City,2025-04-09,Wednesday,False,0,207.2,376.6,583.8,483,48.6
Electronic City,2025-04-09,Wednesday,False,1,208.0,420.6,628.6,483,52.4
Electronic City,2025-04-09,Wednesday,False,2,213.5,402.5,616.0,483,51.3
Electronic City,2025-04-09,Wednesday,False,3,214.3,103.9,318.2,483,26.5
Electronic City,2025-04-09,Wednesday,False,4,240.9,104.3,345.2,483,28.8
Electronic City,2025-04-09,Wednesday,False,5,355.8,103.2,459.0,483,38.2
Electronic City,2025-04-09,Wednesday,False,6,396.6,363.3,759.9,483,63.3
Electronic City,2025-04-09,Wednesday,False,7,472.2,383.3,855.5,483,71.3
Electronic City,2025-04-09,Wednesday,False,8,559.9,339.1,899.0,483,74.9
Electronic City,2025-04-09,Wednesday,False,9,556.4,364.3,920.7,483,76.7
Electronic City,2025-04-09,Wednesday,False,10,583.9,108.6,692.5,483,57.7
Electronic City,2025-04-09,Wednesday,False,11,565.6,106.1,671.8,483,56.0
Electronic City,2025-04-09,Wednesday,False,12,559.8,108.4,668.2,483,55.7
Electronic City,2025-04-09,Wednesday,False,13,556.5,105.8,662.2,483,55.2
Electronic City,2025-04-09,Wednesday,False,14,512.0,104.9,616.9,483,51.4
Electronic City,2025-04-09,Wednesday,False,15,508.2,102.1,610.3,483,50.9
Electronic City,2025-04-09,Wednesday,False,16,518.8,99.1,617.9,483,51.5
Electronic City,2025-04-09,Wednesday,False,17,573.7,102.5,676.2,483,56.3
Electronic City,2025-04-09,Wednesday,False,18,598.4,957.8,1556.2,483,100.0
Electronic City,2025-04-09,Wednesday,False,19,636.9,1265.2,1902.1,483,100.0
Electronic City,2025-04-09,Wednesday,False,20,563.0,1461.0,2024.1,483,100.0
Electronic City,2025-04-09,Wednesday,False,21,607.5,1442.9,2050.4,483,100.0
Electronic City,2025-04-09,Wednesday,False,22,371.8,1070.3,1442.1,483,100.0
Electronic City,2025-04-09,Wednesday,False,23,385.1,450.8,835.9,483,69.7
Hebbal,2025-04-09,Wednesday,False,0,104.9,352.5,457.4,406,76.2
Hebbal,2025-04-09,Wednesday,False,1,80.1,335.4,415.5,406,69.2
Hebbal,2025-04-09,Wednesday,False,2,102.1,354.3,456.4,406,76.1
Hebbal,2025-04-09,Wednesday,False,3,91.3,84.5,175.8,406,29.3
Hebbal,2025-04-09,Wednesday,False,4,106.8,81.6,188.4,406,31.4
Hebbal,2025-04-09,Wednesday,False,5,161.3,93.1,254.5,406,42.4
Hebbal,2025-04-09,Wednesday,False,6,186.8,297.2,484.0,406,80.7
Hebbal,2025-04-09,Wednesday,False,7,189.1,280.3,469.4,406,78.2
Hebbal,2025-04-09,Wednesday,False,8,265.5,283.6,549.0,406,91.5
Hebbal,2025-04-09,Wednesday,False,9,270.2,283.4,553.6,406,92.3
Hebbal,2025-04-09,Wednesday,False,10,268.4,90.0,358.3,406,59.7
Hebbal,2025-04-09,Wednesday,False,11,263.0,89.4,352.3,406,58.7
Hebbal,2025-04-09,Wednesday,False,12,254.9,82.7,337.6,406,56.3
Hebbal,2025-04-09,Wednesday,False,13,254.3,85.4,339.7,406,56.6
Hebbal,2025-04-09,Wednesday,False,14,231.0,92.2,323.2,406,53.9
Hebbal,2025-04-09,Wednesday,False,15,233.7,89.8,323.5,406,53.9
Hebbal,2025-04-09,Wednesday,False,16,234.2,82.8,317.0,406,52.8
Hebbal,2025-04-09,Wednesday,False,17,268.1,88.3,356.3,406,59.4
Hebbal,2025-04-09,Wednesday,False,18,280.4,802.4,1082.8,406,100.0
Hebbal,2025-04-09,Wednesday,False,19,261.7,1091.1,1352.8,406,100.0
Hebbal,2025-04-09,Wednesday,False,20,259.3,1303.6,1563.0,406,100.0
Hebbal,2025-04-09,Wednesday,False,21,256.5,1129.1,1385.6,406,100.0
Hebbal,2025-04-09,Wednesday,False,22,170.7,835.9,1006.6,406,100.0
Hebbal,2025-04-09,Wednesday,False,23,175.4,329.4,504.8,406,84.1
Indiranagar,2025-04-09,Wednesday,False,0,129.3,577.9,707.2,671,94.3
Indiranagar,2025-04-09,Wednesday,False,1,149.4,571.1,720.5,671,96.1
Indiranagar,2025-04-09,Wednesday,False,2,133.3,606.4,739.7,671,98.6
Indiranagar,2025-04-09,Wednesday,False,3,121.6,154.9,276.5,671,36.9
Indiranagar,2025-04-09,Wednesday,False,4,150.9,144.7,295.6,671,39.4
Indiranagar,2025-04-09,Wednesday,False,5,199.9,156.7,356.6,671,47.5
Indiranagar,2025-04-09,Wednesday,False,6,244.8,485.1,729.9,671,97.3
Indiranagar,2025-04-09,Wednesday,False,7,281.9,515.0,796.9,671,100.0
Indiranagar,2025-04-09,Wednesday,False,8,314.5,489.1,803.6,671,100.0
Indiranagar,2025-04-09,Wednesday,False,9,339.7,483.8,823.5,671,100.0
Indiranagar,2025-04-09,Wednesday,False,10,332.6,138.1,470.7,671,62.8
Indiranagar,2025-04-09,Wednesday,False,11,321.7,148.5,470.2,671,62.7
Indiranagar,2025-04-09,Wednesday,False,12,323.7,146.3,470.0,671,62.7
Indiranagar,2025-04-09,Wednesday,False,13,357.5,155.3,512.8,671,68.4
Indiranagar,2025-04-09,Wednesday,False,14,278.9,135.7,414.6,671,55.3
Indiranagar,2025-04-09,Wednesday,False,15,290.8,136.5,427.3,671,57.0
Indiranagar,2025-04-09,Wednesday,False,16,280.9,144.9,425.8,671,56.8
Indiranagar,2025-04-09,Wednesday,False,17,352.4,151.8,504.2,671,67.2
Indiranagar,2025-04-09,Wednesday,False,18,346.6,1382.0,1728.6,671,100.0
Indiranagar,2025-04-09,Wednesday,False,19,363.4,1777.8,2141.3,671,100.0
Indiranagar,2025-04-09,Wednesday,False,20,338.6,2220.8,2559.4,671,100.0
Indiranagar,2025-04-09,Wednesday,False,21,325.2,1621.6,1946.8,671,100.0
Indiranagar,2025-04-09,Wednesday,False,22,241.5,1353.0,1594.5,671,100.0
Indiranagar,2025-04-09,Wednesday,False,23,228.7,524.2,752.8,671,100.0
Koramangala,2025-04-10,Thursday,False,0,152.7,758.1,910.8,873,100.0
Koramangala,2025-04-10,Thursday,False,1,154.8,867.9,1022.8,873,100.0
Koramangala,2025-04-10,Thursday,False,2,144.6,785.2,929.8,873,100.0
Koramangala,2025-04-10,Thursday,False,3,159.7,182.2,341.9,873,38.0
Koramangala,2025-04-10,Thursday,False,4,163.4,187.0,350.5,873,38.9
Koramangala,2025-04-10,Thursday,False,5,251.7,207.1,458.8,873,51.0
Koramangala,2025-04-10,Thursday,False,6,277.2,619.7,896.9,873,99.7
Koramangala,2025-04-10,Thursday,False,7,323.9,672.5,996.4,873,100.0
Koramangala,2025-04-10,Thursday,False,8,359.7,614.3,974.0,873,100.0
Koramangala,2025-04-10,Thursday,False,9,397.6,624.4,1022.0,873,100.0
Koramangala,2025-04-10,Thursday,False,10,393.7,193.7,587.4,873,65.3
Koramangala,2025-04-10,Thursday,False,11,401.9,185.4,587.3,873,65.3
Koramangala,2025-04-10,Thursday,False,12,393.9,183.1,577.1,873,64.1
Koramangala,2025-04-10,Thursday,False,13,378.8,183.9,562.6,873,62.5
Koramangala,2025-04-10,Thursday,False,14,350.4,174.7,525.1,873,58.3
Koramangala,2025-04-10,Thursday,False,15,343.9,189.4,533.3,873,59.3
Koramangala,2025-04-10,Thursday,False,16,365.1,185.6,550.7,873,61.2
Koramangala,2025-04-10,Thursday,False,17,385.5,186.6,572.1,873,63.6
Koramangala,2025-04-10,Thursday,False,18,403.2,1873.2,2276.3,873,100.0
Koramangala,2025-04-10,Thursday,False,19,414.9,2010.5,2425.4,873,100.0
Koramangala,2025-04-10,Thursday,False,20,432.8,2848.7,3281.4,873,100.0
Koramangala,2025-04-10,Thursday,False,21,385.6,2146.4,2532.0,873,100.0
Koramangala,2025-04-10,Thursday,False,22,242.9,1814.4,2057.3,873,100.0
Koramangala,2025-04-10,Thursday,False,23,266.5,780.8,1047.2,873,100.0
HSR Layout,2025-04-10,Thursday,False,0,115.1,482.8,597.9,594,92.0
HSR Layout,2025-04-10,Thursday,False,1,88.6,510.6,599.3,594,92.2
HSR Layout,2025-04-10,Thursday,False,2,107.7,480.8,588.5,594,90.5
HSR Layout,2025-04-10,Thursday,False,3,120.8,118.2,239.0,594,36.8
HSR Layout,2025-04-10,Thursday,False,4,118.8,119.3,238.1,594,36.6
HSR Layout,2025-04-10,Thursday,False,5,178.6,134.3,312.9,594,48.1
HSR Layout,2025-04-10,Thursday,False,6,199.8,463.8,663.7,594,100.0
HSR Layout,2025-04-10,Thursday,False,7,247.5,432.8,680.2,594,100.0
HSR Layout,2025-04-10,Thursday,False,8,279.3,450.4,729.6,594,100.0
HSR Layout,2025-04-10,Thursday,False,9,292.2,437.0,729.2,594,100.0
HSR Layout,2025-04-10,Thursday,False,10,294.8,117.5,412.2,594,63.4
HSR Layout,2025-04-10,Thursday,False,11,276.7,143.6,420.3,594,64.7
HSR Layout,2025-04-10,Thursday,False,12,293.3,126.7,420.0,594,64.6
HSR Layout,2025-04-10,Thursday,False,13,302.4,123.5,425.9,594,65.5
HSR Layout,2025-04-10,Thursday,False,14,263.6,128.8,392.4,594,60.4
HSR Layout,2025-04-10,Thursday,False,15,262.4,126.1,388.5,594,59.8
HSR Layout,2025-04-10,Thursday,False,16,248.6,123.0,371.6,594,57.2
HSR Layout,2025-04-10,Thursday,False,17,289.0,128.3,417.3,594,64.2
HSR Layout,2025-04-10,Thursday,False,18,288.0,1162.9,1450.9,594,100.0
HSR Layout,2025-04-10,Thursday,False,19,310.8,1572.3,1883.1,594,100.0
HSR Layout,2025-04-10,Thursday,False,20,285.6,1920.2,2205.8,594,100.0
HSR Layout,2025-04-10,Thursday,False,21,308.1,1592.4,1900.5,594,100.0
HSR Layout,2025-04-10,Thursday,False,22,189.8,1246.5,1436.3,594,100.0
HSR Layout,2025-04-10,Thursday,False,23,203.3,511.9,715.2,594,100.0
Whitefield,2025-04-10,Thursday,False,0,223.5,676.7,900.2,768,81.8
Whitefield,2025-04-10,Thursday,False,1,205.9,667.2,873.1,768,79.4
Whitefield,2025-04-10,Thursday,False,2,240.1,671.6,911.7,768,82.9
Whitefield,2025-04-10,Thursday,False,3,193.3,163.2,356.5,768,32.4
Whitefield,2025-04-10,Thursday,False,4,172.9,167.0,339.9,768,30.9
Whitefield,2025-04-10,Thursday,False,5,355.5,154.8,510.3,768,46.4
Whitefield,2025-04-10,Thursday,False,6,382.7,580.2,962.9,768,87.5
Whitefield,2025-04-10,Thursday,False,7,448.0,588.3,1036.4,768,94.2
Whitefield,2025-04-10,Thursday,False,8,478.9,566.9,1045.8,768,95.1
Whitefield,2025-04-10,Thursday,False,9,509.6,525.4,1035.0,768,94.1
Whitefield,2025-04-10,Thursday,False,10,575.8,167.2,743.0,768,67.5
Whitefield,2025-04-10,Thursday,False,11,556.0,158.2,714.2,768,64.9
Whitefield,2025-04-10,Thursday,False,12,569.5,171.6,741.1,768,67.4
Whitefield,2025-04-10,Thursday,False,13,559.0,156.9,715.9,768,65.1
Whitefield,2025-04-10,Thursday,False,14,503.8,163.3,667.0,768,60.6
Whitefield,2025-04-10,Thursday,False,15,471.5,171.1,642.6,768,58.4
Whitefield,2025-04-10,Thursday,False,16,493.1,158.9,652.0,768,59.3
Whitefield,2025-04-10,Thursday,False,17,592.2,180.9,773.1,768,70.3
Whitefield,2025-04-10,Thursday,False,18,578.0,1638.1,2216.1,768,100.0
Whitefield,2025-04-10,Thursday,False,19,585.0,1887.4,2472.4,768,100.0
Whitefield,2025-04-10,Thursday,False,20,532.9,2500.7,3033.6,768,100.0
Whitefield,2025-04-10,Thursday,False,21,520.4,2014.3,2534.7,768,100.0
Whitefield,2025-04-10,Thursday,False,22,318.8,1515.6,1834.4,768,100.0
Whitefield,2025-04-10,Thursday,False,23,378.6,721.0,1099.6,768,100.0
Electronic City,2025-04-10,Thursday,False,0,207.4,422.0,629.4,484,52.5
Electronic City,2025-04-10,Thursday,False,1,246.9,407.3,654.2,484,54.5
Electronic City,2025-04-10,Thursday,False,2,238.8,417.5,656.2,484,54.7
Electronic City,2025-04-10,Thursday,False,3,248.7,97.8,346.5,484,28.9
Electronic City,2025-04-10,Thursday,False,4,204.3,106.0,310.3,484,25.9
Electronic City,2025-04-10,Thursday,False,5,356.5,104.2,460.8,484,38.4
Electronic City,2025-04-10,Thursday,False,6,417.4,332.3,749.6,484,62.5
Electronic City,2025-04-10,Thursday,False,7,431.3,339.8,771.1,484,64.3
Electronic City,2025-04-10,Thursday,False,8,540.6,343.5,884.1,484,73.7
Electronic City,2025-04-10,Thursday,False,9,598.4,361.9,960.3,484,80.0
Electronic City,2025-04-10,Thursday,False,10,610.0,105.7,715.7,484,59.6
Electronic City,2025-04-10,Thursday,False,11,571.9,100.1,672.0,484,56.0
Electronic City,2025-04-10,Thursday,False,12,557.2,100.9,658.1,484,54.8
Electronic City,2025-04-10,Thursday,False,13,579.5,98.5,678.0,484,56.5
Electronic City,2025-04-10,Thursday,False,14,519.1,103.5,622.6,484,51.9
Electronic City,2025-04-10,Thursday,False,15,508.2,110.6,618.8,484,51.6
Electronic City,2025-04-10,Thursday,False,16,468.2,102.5,570.8,484,47.6
Electronic City,2025-04-10,Thursday,False,17,547.7,105.8,653.5,484,54.5
Electronic City,2025-04-10,Thursday,False,18,620.9,942.3,1563.2,484,100.0
Electronic City,2025-04-10,Thursday,False,19,595.3,1179.9,1775.2,484,100.0
Electronic City,2025-04-10,Thursday,False,20,568.7,1541.4,2110.1,484,100.0
Electronic City,2025-04-10,Thursday,False,21,562.0,1265.7,1827.7,484,100.0
Electronic City,2025-04-10,Thursday,False,22,368.0,1067.8,1435.8,484,100.0
Electronic City,2025-04-10,Thursday,False,23,392.1,393.4,785.6,484,65.5
Hebbal,2025-04-10,Thursday,False,0,95.8,335.5,431.3,406,71.9
Hebbal,2025-04-10,Thursday,False,1,114.2,363.3,477.5,406,79.6
Hebbal,2025-04-10,Thursday,False,2,100.8,380.7,481.5,406,80.3
Hebbal,2025-04-10,Thursday,False,3,114.6,86.7,201.3,406,33.5
Hebbal,2025-04-10,Thursday,False,4,98.3,86.1,184.4,406,30.7
Hebbal,2025-04-10,Thursday,False,5,151.8,95.3,247.1,406,41.2
Hebbal,2025-04-10,Thursday,False,6,174.7,305.0,479.7,406,79.9
Hebbal,2025-04-10,Thursday,False,7,212.8,287.9,500.6,406,83.4
Hebbal,2025-04-10,Thursday,False,8,263.3,269.5,532.9,406,88.8
Hebbal,2025-04-10,Thursday,False,9,258.5,285.2,543.6,406,90.6
Hebbal,2025-04-10,Thursday,False,10,279.2,89.2,368.5,406,61.4
Hebbal,2025-04-10,Thursday,False,11,247.0,93.1,340.1,406,56.7
Hebbal,2025-04-10,Thursday,False,12,266.3,83.2,349.5,406,58.2
Hebbal,2025-04-10,Thursday,False,13,259.0,82.0,341.0,406,56.8
Hebbal,2025-04-10,Thursday,False,14,231.5,88.4,319.8,406,53.3
Hebbal,2025-04-10,Thursday,False,15,230.0,85.7,315.8,406,52.6
Hebbal,2025-04-10,Thursday,False,16,218.9,89.2,308.0,406,51.3
Hebbal,2025-04-10,Thursday,False,17,251.1,87.8,338.9,406,56.5
Hebbal,2025-04-10,Thursday,False,18,258.0,849.9,1107.9,406,100.0
Hebbal,2025-04-10,Thursday,False,19,279.5,1103.4,1382.9,406,100.0
Hebbal,2025-04-10,Thursday,False,20,263.8,1384.3,1648.1,406,100.0
Hebbal,2025-04-10,Thursday,False,21,242.2,1078.4,1320.6,406,100.0
Hebbal,2025-04-10,Thursday,False,22,192.3,852.8,1045.1,406,100.0
Hebbal,2025-04-10,Thursday,False,23,167.5,349.4,516.8,406,86.1
Indiranagar,2025-04-10,Thursday,False,0,126.7,546.5,673.2,672,89.8
Indiranagar,2025-04-10,Thursday,False,1,140.8,597.6,738.4,672,98.4
Indiranagar,2025-04-10,Thursday,False,2,116.1,577.9,694.0,672,92.5
Indiranagar,2025-04-10,Thursday,False,3,124.7,133.5,258.2,672,34.4
Indiranagar,2025-04-10,Thursday,False,4,115.1,136.0,251.1,672,33.5
Indiranagar,2025-04-10,Thursday,False,5,205.3,141.8,347.1,672,46.3
Indiranagar,2025-04-10,Thursday,False,6,225.1,474.4,699.5,672,93.3
Indiranagar,2025-04-10,Thursday,False,7,274.2,492.5,766.7,672,100.0
Indiranagar,2025-04-10,Thursday,False,8,329.5,478.3,807.8,672,100.0
Indiranagar,2025-04-10,Thursday,False,9,351.2,492.3,843.5,672,100.0
Indiranagar,2025-04-10,Thursday,False,10,342.7,145.8,488.5,672,65.1
Indiranagar,2025-04-10,Thursday,False,11,322.9,142.9,465.9,672,62.1
Indiranagar,2025-04-10,Thursday,False,12,341.8,149.6,491.4,672,65.5
Indiranagar,2025-04-10,Thursday,False,13,332.4,165.0,497.3,672,66.3
Indiranagar,2025-04-10,Thursday,False,14,297.6,133.0,430.6,672,57.4
Indiranagar,2025-04-10,Thursday,False,15,313.1,149.6,462.7,672,61.7
Indiranagar,2025-04-10,Thursday,False,16,302.1,141.8,443.9,672,59.2
Indiranagar,2025-04-10,Thursday,False,17,348.9,156.9,505.8,672,67.4
Indiranagar,2025-04-10,Thursday,False,18,354.2,1300.0,1654.2,672,100.0
Indiranagar,2025-04-10,Thursday,False,19,320.6,1824.6,2145.3,672,100.0
Indiranagar,2025-04-10,Thursday,False,20,318.4,2166.4,2484.8,672,100.0
Indiranagar,2025-04-10,Thursday,False,21,320.4,1711.4,2031.7,672,100.0
Indiranagar,2025-04-10,Thursday,False,22,216.0,1355.8,1571.8,672,100.0
Indiranagar,2025-04-10,Thursday,False,23,233.4,597.3,830.6,672,100.0
Koramangala,2025-04-11,Friday,False,0,137.1,714.7,851.7,874,94.6
Koramangala,2025-04-11,Friday,False,1,157.8,794.9,952.7,874,100.0
Koramangala,2025-04-11,Friday,False,2,166.5,717.3,883.7,874,98.2
Koramangala,2025-04-11,Friday,False,3,165.8,172.0,337.9,874,37.5
Koramangala,2025-04-11,Friday,False,4,150.2,193.4,343.6,874,38.2
Koramangala,2025-04-11,Friday,False,5,213.0,208.5,421.5,874,46.8
Koramangala,2025-04-11,Friday,False,6,292.6,649.6,942.2,874,100.0
Koramangala,2025-04-11,Friday,False,7,297.5,627.1,924.6,874,100.0
Koramangala,2025-04-11,Friday,False,8,381.6,594.0,975.6,874,100.0
Koramangala,2025-04-11,Friday,False,9,386.4,657.9,1044.3,874,100.0
Koramangala,2025-04-11,Friday,False,10,386.6,191.9,578.6,874,64.3
Koramangala,2025-04-11,Friday,False,11,370.1,179.9,550.0,874,61.1
Koramangala,2025-04-11,Friday,False,12,386.5,193.6,580.1,874,64.5
Koramangala,2025-04-11,Friday,False,13,383.9,190.0,573.9,874,63.8
Koramangala,2025-04-11,Friday,False,14,340.4,183.8,524.2,874,58.2
Koramangala,2025-04-11,Friday,False,15,365.8,177.9,543.8,874,60.4
Koramangala,2025-04-11,Friday,False,16,359.4,188.8,548.2,874,60.9
Koramangala,2025-04-11,Friday,False,17,394.3,177.3,571.6,874,63.5
Koramangala,2025-04-11,Friday,False,18,395.6,1757.5,2153.1,874,100.0
Koramangala,2025-04-11,Friday,False,19,417.4,2398.6,2816.0,874,100.0
Koramangala,2025-04-11,Friday,False,20,380.4,2798.7,3179.2,874,100.0
Koramangala,2025-04-11,Friday,False,21,383.3,2383.8,2767.1,874,100.0
Koramangala,2025-04-11,Friday,False,22,270.5,1698.4,1968.9,874,100.0
Koramangala,2025-04-11,Friday,False,23,258.4,801.5,1059.9,874,100.0
HSR Layout,2025-04-11,Friday,False,0,100.1,516.0,616.1,595,94.8
HSR Layout,2025-04-11,Friday,False,1,111.2,499.5,610.7,595,94.0
HSR Layout,2025-04-11,Friday,False,2,128.2,515.0,643.3,595,99.0
HSR Layout,2025-04-11,Friday,False,3,127.5,128.6,256.0,595,39.4
HSR Layout,2025-04-11,Friday,False,4,117.3,124.8,242.1,595,37.2
HSR Layout,2025-04-11,Friday,False,5,171.8,131.2,303.0,595,46.6
HSR Layout,2025-04-11,Friday,False,6,207.2,441.2,648.5,595,99.8
HSR Layout,2025-04-11,Friday,False,7,232.5,399.8,632.3,595,97.3
HSR Layout,2025-04-11,Friday,False,8,266.2,446.6,712.8,595,100.0
HSR Layout,2025-04-11,Friday,False,9,268.0,434.7,702.7,595,100.0
HSR Layout,2025-04-11,Friday,False,10,298.7,134.0,432.7,595,66.6
HSR Layout,2025-04-11,Friday,False,11,294.2,124.3,418.4,595,64.4
HSR Layout,2025-04-11,Friday,False,12,283.3,125.2,408.5,595,62.8
HSR Layout,2025-04-11,Friday,False,13,295.8,113.7,409.5,595,63.0
HSR Layout,2025-04-11,Friday,False,14,259.4,122.8,382.3,595,58.8
HSR Layout,2025-04-11,Friday,False,15,259.8,130.7,390.5,595,60.1
HSR Layout,2025-04-11,Friday,False,16,241.8,127.1,368.9,595,56.8
HSR Layout,2025-04-11,Friday,False,17,298.1,129.1,427.2,595,65.7
HSR Layout,2025-04-11,Friday,False,18,301.9,1166.5,1468.4,595,100.0
HSR Layout,2025-04-11,Friday,False,19,299.2,1475.9,1775.0,595,100.0
HSR Layout,2025-04-11,Friday,False,20,289.1,1916.7,2205.7,595,100.0
HSR Layout,2025-04-11,Friday,False,21,283.2,1449.9,1733.1,595,100.0
HSR Layout,2025-04-11,Friday,False,22,193.1,1281.7,1474.8,595,100.0
HSR Layout,2025-04-11,Friday,False,23,175.6,500.3,675.9,595,100.0
Whitefield,2025-04-11,Friday,False,0,182.7,650.5,833.2,769,75.7
Whitefield,2025-04-11,Friday,False,1,194.8,677.1,871.9,769,79.3
Whitefield,2025-04-11,Friday,False,2,214.2,707.3,921.5,769,83.8
Whitefield,2025-04-11,Friday,False,3,210.1,168.9,379.1,769,34.5
Whitefield,2025-04-11,Friday,False,4,201.0,156.9,358.0,769,32.5
